Row,F_peak,X_Peak,F_Seat,X_Seat
Predicted,90.7137294375493,4.68723116651108,9.71071740789992,5.02280436475889
Measured (Storage),5.46834980638009,0.00111810802028067,5.37169006472526,0.00112881743206117
% Difference (Storage),93.9718608855733,99.976145660827,44.6828711094481,99.9775261517255
Measured (Release),5.48558161403345,0.00100803792830639,5.30776624587199,0.00109795712197602
% Difference (Release),93.9528650756114,99.9784939574667,45.3411522247163,99.9781405557087
